gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,service calls,Point de vente,Churn
Female,0,Yes,41,Yes,No,SPEED FAMILY 220,Yes,No,No,Annuel,Virement Bancaire,86.2,3339.05,2,Ouesso,No
Male,0,No,1,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,50.65,50.65,3,Ouesso,Yes
Male,1,Yes,72,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,64.8,4732.35,4,Dolisie,No
Male,0,No,1,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Carte Bancaire,90.85,90.85,3,Pointe-Noire,Yes
Male,0,No,48,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Prepay,Virement Bancaire,108.1,5067.45,3,Brazzaville,No
Male,1,Yes,11,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.95,214.75,2,Dolisie,Yes
Female,1,Yes,55,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,85.45,4874.7,1,Brazzaville,Yes
Female,0,No,42,No,No,SPEED FAMILY 100,Yes,No,Yes,Annuel,Mobile Money,54.75,2348.45,3,Brazzaville,No
Male,0,No,44,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Chèque,90.4,4063.0,2,Ouesso,No
Male,0,No,1,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,44.0,44.0,1,Brazzaville,No
Female,0,No,27,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Virement Bancaire,95.6,2595.25,4,Dolisie,No
Male,1,Yes,27,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Postpay,Virement Bancaire,84.8,2309.55,2,Dolisie,No
Female,1,No,2,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,44.3,89.3,2,Ouesso,No
Female,0,No,19,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.9,367.55,2,Oyo,No
Female,1,Yes,42,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,95.05,3944.5,4,Brazzaville,No
Female,0,No,66,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,90.05,5965.95,4,Brazzaville,No
Male,1,Yes,33,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Virement Bancaire,109.9,3694.7,4,Ouesso,No
Female,0,No,34,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Carte Bancaire,73.95,2524.45,3,Ouesso,Yes
Male,1,No,33,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,54.6,1803.7,3,Ouesso,No
Female,0,Yes,23,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,20.05,415.1,1,Brazzaville,No
Female,0,No,32,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Virement Bancaire,19.75,624.15,3,Dolisie,No
Female,0,No,11,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Carte Bancaire,20.05,237.7,3,Pointe-Noire,No
Male,0,Yes,69,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Carte Bancaire,99.45,7007.6,1,Oyo,Yes
Female,0,Yes,68,Yes,No,SPEED FAMILY 100,Yes,No,No,Annuel,Virement Bancaire,55.9,3848.8,2,Ouesso,No
Male,0,No,20,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.7,419.4,3,Pointe-Noire,No
Male,0,No,72,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,19.8,1468.75,3,Pointe-Noire,No
Male,0,Yes,60,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Annuel,Virement Bancaire,95.4,5812.0,2,Pointe-Noire,No
Male,1,Yes,32,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Chèque,93.95,2861.45,1,Pointe-Noire,No
Female,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.9,19.9,3,Pointe-Noire,Yes
Male,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.6,19.6,1,Brazzaville,Yes
Male,1,No,3,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,81.35,233.7,1,Ouesso,Yes
Female,0,Yes,46,Yes,Yes,SPEED FAMILY 60,No,No,No,Annuel,Virement Bancaire,24.45,1066.15,3,Oyo,No
Female,0,Yes,29,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,74.95,2149.05,3,Pointe-Noire,No
Male,0,No,51,Yes,Yes,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Mobile Money,87.35,4473.0,4,Pointe-Noire,No
Female,1,Yes,48,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,70.65,3545.05,2,Oyo,No
Female,0,Yes,16,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,73.25,1195.75,3,Brazzaville,No
Male,0,Yes,70,Yes,Yes,SPEED FAMILY 220,Yes,No,Yes,Mensuel Prepay,Virement Bancaire,98.7,6858.9,3,Ouesso,No
Female,0,Yes,40,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,24.8,1024.7,1,Ouesso,No
Female,0,Yes,22,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,83.3,1845.9,2,Pointe-Noire,Yes
Female,1,No,1,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,75.3,75.3,3,Pointe-Noire,Yes
Female,0,Yes,5,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,24.3,132.25,1,Dolisie,No
Female,0,No,7,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,69.85,515.45,4,Brazzaville,No
Male,0,No,29,Yes,Yes,SPEED FAMILY 220,Yes,No,Yes,Annuel,Carte Bancaire,100.55,2830.45,1,Dolisie,No
Male,0,Yes,44,Yes,Yes,SPEED FAMILY 60,No,No,No,Annuel,Chèque,25.7,1110.5,2,Ouesso,No
Female,0,No,10,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Virement Bancaire,40.7,449.3,4,Dolisie,No
Female,1,Yes,55,Yes,Yes,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Virement Bancaire,51.65,2838.55,4,Ouesso,No
Male,1,Yes,52,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Annuel,Virement Bancaire,105.1,5376.4,1,Oyo,No
Female,0,Yes,10,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,85.95,858.6,2,Dolisie,No
Male,0,No,18,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,75.6,1395.05,2,Ouesso,No
Female,0,Yes,68,Yes,Yes,SPEED FAMILY 100,Yes,No,No,Annuel,Virement Bancaire,58.25,3975.7,3,Brazzaville,No
Female,0,Yes,61,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.4,1182.55,1,Brazzaville,Yes
Female,0,Yes,72,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,65.2,4784.45,4,Brazzaville,No
Male,0,No,2,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,53.45,119.5,3,Oyo,No
Male,0,No,12,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Virement Bancaire,45.4,518.9,3,Ouesso,Yes
Male,0,Yes,41,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Mobile Money,19.75,899.45,4,Oyo,No
Female,0,No,26,No,No,SPEED FAMILY 100,Yes,Yes,No,Mensuel Postpay,Carte Bancaire,44.45,1183.8,1,Oyo,No
Male,0,Yes,36,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Virement Bancaire,20.85,720.05,2,Oyo,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,114.05,8468.2,1,Oyo,No
Male,0,Yes,35,Yes,Yes,SPEED FAMILY 220,Yes,No,Yes,Mensuel Postpay,Virement Bancaire,89.85,3161.2,3,Ouesso,No
Male,0,No,1,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Postpay,Chèque,55.05,55.05,3,Pointe-Noire,No
Female,0,Yes,16,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,112.95,1882.55,1,Brazzaville,No
Female,1,No,49,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Carte Bancaire,101.55,5070.4,2,Ouesso,No
Female,0,Yes,54,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Chèque,114.65,6049.5,4,Pointe-Noire,No
Female,0,No,18,Yes,Yes,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Mobile Money,64.8,1166.7,2,Oyo,No
Female,0,Yes,36,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,80.4,2937.65,3,Dolisie,No
Female,0,No,60,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,105.9,6396.45,3,Dolisie,Yes
Female,0,No,1,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,69.55,69.55,4,Ouesso,Yes
Female,0,Yes,52,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,25.05,1270.25,1,Oyo,No
Male,0,Yes,8,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,94.75,759.55,1,Ouesso,No
Male,0,Yes,72,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,105.5,7611.55,1,Pointe-Noire,No
Female,0,No,64,Yes,Yes,SPEED FAMILY 60,No,No,No,Annuel,Chèque,24.7,1642.75,1,Brazzaville,No
Female,1,No,22,Yes,No,SPEED FAMILY 100,Yes,No,Yes,Mensuel Postpay,Chèque,69.75,1545.4,4,Oyo,No
Male,0,Yes,60,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Postpay,Virement Bancaire,60.2,3582.4,1,Brazzaville,No
Female,0,Yes,28,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,81.05,2227.1,3,Dolisie,Yes
Female,0,Yes,61,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,24.4,1417.9,2,Ouesso,No
Female,0,No,24,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,104.15,2494.65,1,Ouesso,No
Male,0,Yes,28,Yes,No,SPEED FAMILY 220,Yes,Yes,No,Annuel,Virement Bancaire,92.9,2768.35,2,Brazzaville,No
Female,0,Yes,30,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,80.8,2369.3,3,Dolisie,No
Male,0,Yes,2,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.0,38.0,2,Oyo,No
Male,0,No,1,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,75.1,75.1,1,Brazzaville,No
Male,0,No,6,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.65,100.9,2,Pointe-Noire,No
Female,0,Yes,24,Yes,No,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Virement Bancaire,69.45,1614.05,3,Brazzaville,No
Male,0,Yes,4,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,101.15,385.9,4,Oyo,Yes
Male,0,No,7,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,99.8,673.25,3,Oyo,Yes
Male,1,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,116.05,8404.9,2,Pointe-Noire,No
Male,0,No,70,No,No,SPEED FAMILY 100,Yes,No,Yes,Mensuel Prepay,Chèque,40.05,2799.75,4,Pointe-Noire,No
Male,1,Yes,64,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,102.1,6538.45,4,Dolisie,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Annuel,Mobile Money,89.7,6588.95,4,Dolisie,No
Female,0,No,44,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.9,868.1,4,Ouesso,No
Female,0,Yes,13,Yes,No,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Mobile Money,55.95,734.35,2,Dolisie,Yes
Female,1,No,17,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,20.65,330.6,1,Oyo,No
Male,0,No,1,Yes,No,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Mobile Money,55.0,55.0,1,Ouesso,Yes
Male,0,Yes,9,Yes,No,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Chèque,70.05,564.4,1,Brazzaville,No
Male,0,Yes,24,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Postpay,Chèque,53.6,1315.35,1,Pointe-Noire,No
Female,0,Yes,1,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,74.7,74.7,4,Ouesso,Yes
Male,0,No,24,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,80.25,1861.5,3,Pointe-Noire,Yes
Male,1,Yes,35,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,76.05,2747.2,3,Oyo,No
Female,0,Yes,7,Yes,No,SPEED FAMILY 100,Yes,Yes,No,Mensuel Postpay,Mobile Money,75.7,554.05,4,Ouesso,No
Male,0,No,5,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,96.1,453.4,2,Oyo,Yes
Female,0,No,15,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,69.0,994.8,2,Pointe-Noire,Yes
Male,0,Yes,11,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.65,225.75,4,Oyo,No
Female,0,Yes,48,No,No,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Virement Bancaire,45.3,2145.0,1,Dolisie,Yes
Female,1,No,20,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,81.45,1671.6,1,Brazzaville,No
Female,0,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Virement Bancaire,108.5,8003.8,1,Dolisie,No
Female,0,Yes,8,Yes,No,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,83.55,680.05,1,Brazzaville,Yes
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Prepay,Carte Bancaire,84.5,6130.85,3,Pointe-Noire,No
Female,0,No,15,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,100.15,1415.0,4,Ouesso,No
Male,0,No,72,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,88.6,6201.95,1,Oyo,No
Male,0,No,1,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,74.35,74.35,1,Oyo,Yes
Male,0,Yes,63,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Prepay,Virement Bancaire,104.8,6597.25,4,Ouesso,No
Female,0,No,2,Yes,No,SPEED FAMILY 100,No,Yes,No,Mensuel Postpay,Mobile Money,59.0,114.15,1,Pointe-Noire,No
Female,0,Yes,2,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,74.4,139.4,2,Ouesso,Yes
Male,1,Yes,61,Yes,Yes,SPEED FAMILY 100,No,No,Yes,Annuel,Virement Bancaire,64.05,3902.6,1,Ouesso,No
Male,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.4,20.4,2,Dolisie,No
Male,0,No,22,No,No,SPEED FAMILY 100,No,No,Yes,Annuel,Virement Bancaire,43.75,903.6,2,Brazzaville,Yes
Male,0,Yes,28,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Postpay,Chèque,60.9,1785.65,1,Brazzaville,No
Female,0,Yes,70,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,19.8,1397.65,4,Dolisie,No
Female,1,No,5,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,28.45,131.05,3,Ouesso,Yes
Female,0,No,12,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Virement Bancaire,99.7,1238.45,3,Brazzaville,Yes
Male,0,No,34,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Carte Bancaire,116.25,3899.05,1,Ouesso,No
Female,1,Yes,71,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Prepay,Carte Bancaire,80.7,5676.0,4,Ouesso,No
Female,0,Yes,70,Yes,Yes,SPEED FAMILY 100,No,No,Yes,Annuel,Virement Bancaire,65.2,4543.15,1,Pointe-Noire,No
Female,0,Yes,52,Yes,No,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Virement Bancaire,84.05,4326.8,1,Dolisie,No
Male,0,No,69,Yes,Yes,SPEED FAMILY 100,Yes,Yes,No,Mensuel Prepay,Carte Bancaire,79.45,5502.55,1,Ouesso,No
Female,1,No,20,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,94.1,1782.4,1,Brazzaville,Yes
Male,0,No,11,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,78.0,851.8,4,Pointe-Noire,No
Male,0,Yes,2,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,94.2,167.5,3,Brazzaville,Yes
Female,0,Yes,6,Yes,Yes,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Mobile Money,80.5,502.85,3,Oyo,Yes
Female,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.85,19.85,3,Pointe-Noire,No
Male,1,Yes,20,Yes,No,SPEED FAMILY 220,Yes,No,Yes,Annuel,Carte Bancaire,94.3,1818.3,1,Oyo,No
Male,0,No,61,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,106.45,6300.15,1,Pointe-Noire,No
Female,1,Yes,5,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,74.35,334.8,3,Dolisie,Yes
Female,0,No,56,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Virement Bancaire,105.45,5916.95,1,Brazzaville,No
Male,0,No,30,Yes,Yes,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Carte Bancaire,95.0,2852.4,2,Ouesso,No
Male,0,No,40,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Virement Bancaire,104.8,4131.95,4,Oyo,Yes
Female,0,No,28,Yes,No,SPEED FAMILY 100,Yes,No,No,Annuel,Chèque,54.3,1546.3,2,Oyo,No
Female,1,Yes,5,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,70.05,302.6,1,Dolisie,No
Female,1,Yes,27,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,75.2,1929.35,1,Brazzaville,Yes
Male,0,No,12,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Carte Bancaire,20.05,265.45,1,Ouesso,No
Male,0,Yes,67,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Annuel,Mobile Money,105.4,6989.45,3,Dolisie,No
Male,1,Yes,29,Yes,Yes,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,51.6,1442.0,4,Brazzaville,No
Male,0,Yes,55,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Virement Bancaire,85.5,4713.4,3,Oyo,No
Female,0,No,23,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,75.6,1758.6,3,Ouesso,Yes
Male,0,Yes,34,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,100.05,3480.0,3,Oyo,Yes
Male,0,No,52,Yes,No,SPEED FAMILY 220,No,Yes,No,Annuel,Mobile Money,91.25,4738.3,2,Pointe-Noire,No
Male,1,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,115.75,8399.15,4,Dolisie,No
Male,0,Yes,58,Yes,Yes,SPEED FAMILY 220,Yes,Yes,No,Annuel,Carte Bancaire,94.7,5430.35,2,Ouesso,No
Male,0,Yes,35,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.6,686.95,3,Pointe-Noire,No
Female,1,No,56,Yes,Yes,SPEED FAMILY 220,Yes,Yes,No,Mensuel Prepay,Virement Bancaire,99.9,5706.3,2,Ouesso,No
Female,0,Yes,24,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,21.1,490.65,1,Dolisie,No
Male,0,Yes,70,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,20.05,1360.25,4,Brazzaville,No
Male,0,No,2,Yes,No,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,79.95,174.45,2,Ouesso,No
Male,1,Yes,68,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Carte Bancaire,107.15,7379.8,4,Oyo,No
Female,0,No,1,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,85.0,85.0,2,Dolisie,Yes
Male,0,No,12,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,89.55,1021.75,4,Oyo,No
Female,0,Yes,63,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,81.55,5029.05,2,Pointe-Noire,No
Female,0,Yes,33,Yes,No,SPEED FAMILY 100,No,No,No,Annuel,Chèque,58.45,1955.4,2,Ouesso,No
Female,0,Yes,69,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Annuel,Carte Bancaire,95.65,6744.2,4,Pointe-Noire,No
Female,0,Yes,60,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,80.6,4946.7,2,Ouesso,No
Female,0,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,113.1,8248.5,3,Pointe-Noire,No
Female,0,No,11,Yes,Yes,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Chèque,58.95,601.6,4,Brazzaville,No
Female,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.55,19.55,4,Ouesso,No
Male,0,No,10,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Virement Bancaire,86.05,834.1,1,Dolisie,Yes
Male,0,No,13,No,No,SPEED FAMILY 100,Yes,Yes,No,Mensuel Postpay,Carte Bancaire,45.55,597.0,1,Oyo,Yes
Male,0,Yes,34,Yes,No,SPEED FAMILY 220,No,No,Yes,Annuel,Virement Bancaire,78.95,2647.2,1,Brazzaville,No
Male,0,Yes,39,Yes,No,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Chèque,86.3,3266.0,3,Ouesso,Yes
Female,0,No,65,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Virement Bancaire,105.05,6744.25,1,Pointe-Noire,No
Male,1,Yes,50,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Annuel,Virement Bancaire,101.9,5265.5,3,Oyo,No
Male,0,No,15,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.75,311.6,3,Dolisie,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Prepay,Virement Bancaire,110.3,7966.9,1,Ouesso,No
Female,0,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,115.6,8220.4,3,Dolisie,No
Male,0,Yes,55,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,19.35,1153.25,2,Ouesso,No
Female,0,Yes,23,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,25.6,514.75,3,Ouesso,No
Male,0,No,32,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,80.35,2596.15,3,Pointe-Noire,Yes
Female,0,Yes,56,Yes,Yes,SPEED FAMILY 100,No,No,Yes,Annuel,Virement Bancaire,68.75,3808.0,4,Pointe-Noire,No
Female,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Virement Bancaire,19.9,19.9,2,Ouesso,No
Male,0,No,38,Yes,No,SPEED FAMILY 100,Yes,Yes,No,Annuel,Chèque,70.6,2708.2,2,Pointe-Noire,No
Male,0,No,11,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,70.2,760.05,2,Pointe-Noire,No
Male,0,No,1,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Postpay,Mobile Money,49.3,49.3,4,Brazzaville,No
Male,0,Yes,56,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Mobile Money,107.25,6033.3,3,Brazzaville,No
Male,0,Yes,3,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,23.6,89.05,2,Oyo,No
Male,0,Yes,7,Yes,No,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Carte Bancaire,69.7,516.15,4,Oyo,No
Male,0,Yes,59,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Prepay,Carte Bancaire,99.5,5861.75,4,Pointe-Noire,No
Male,0,No,7,Yes,No,SPEED FAMILY 100,Yes,Yes,No,Mensuel Postpay,Virement Bancaire,64.3,445.95,4,Brazzaville,No
Male,0,Yes,71,Yes,No,SPEED FAMILY 100,Yes,No,Yes,Mensuel Prepay,Carte Bancaire,70.85,4973.4,4,Brazzaville,No
Male,0,Yes,15,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Mobile Money,101.9,1667.25,2,Dolisie,No
Male,0,Yes,71,Yes,Yes,SPEED FAMILY 100,Yes,Yes,No,Mensuel Prepay,Carte Bancaire,73.5,5357.75,1,Pointe-Noire,No
Female,0,No,35,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,100.25,3527.6,3,Oyo,Yes
Female,0,No,11,No,No,SPEED FAMILY 100,Yes,No,No,Annuel,Carte Bancaire,40.4,422.6,4,Ouesso,No
